Station Code,Water Quality,Locations,State Name,TEMPERATURE (degree Centigrade)-Minimum,TEMPERATURE (degree Centigrade)-Maximum,TEMPERATURE (degree Centigrade)-Mean,Dissolved Oxygen(D.O.) (mg/l)-Minimum,Dissolved Oxygen(D.O.) (mg/l)-Maximum,Dissolved Oxygen(D.O.) (mg/l)-Mean,pH-Minimum,pH-Maximum,pH-Mean,CONDUCTIVITY (µmhos/cm)-Minimum,CONDUCTIVITY (µmhos/cm)-Maximum,CONDUCTIVITY (µmhos/cm)-Mean,Biochemical oxygen demand (B.O.D.) (mg/l)-Minimum,Biochemical oxygen demand (B.O.D.) (mg/l)-Maximum,Biochemical oxygen demand (B.O.D.) (mg/l)-Mean,NITRATE- N (mg/l)-Minimum,NITRATE- N (mg/l)-Maximum,NITRATE- N (mg/l)-Mean,NITRITE-N (mg/l)-Minimum,NITRITE-N (mg/l)-Maximum,NITRITE-N (mg/l)-Mean,FECAL COLIFORM (MPN/100ml)-Minimum,FECAL COLIFORM (MPN/100ml)-Maximum,FECAL COLIFORM (MPN/100ml)-Mean,TOTAL COLIFORM (MPN/100ml)-Minimum,TOTAL COLIFORM (MPN/100ml)-Maximum,TOTAL COLIFORM (MPN/100ml)-Mean
1950,GROUND WATER QUALITY OF GUJARAT,JUNAGADH,GUJARAT,26,26,26,NA,NA,NA,7.2,7.2,7.2,1486,1486,1486,0.9,0.9,0.9,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951,GROUND WATER QUALITY OF GUJARAT,RAJKOT,GUJARAT,28,28,28,NA,NA,NA,7.5,7.5,7.5,1578,4810,3194,0.7,0.9,0.8,0.1,0.1,0.1,NA,NA,NA,3,3,3,5,5,5
1952,GROUND WATER QUALITY OF GUJARAT,SURENDRANAGAR,GUJARAT,28,28,28,NA,NA,NA,7.6,7.8,7.7,1520,2380,1950,0.7,10,5.35,0.1,0.1,0.1,NA,NA,NA,4,4,4,7,7,7
1955,GROUND WATER QUALITY OF GUJARAT,PALANPUR,GUJARAT,28,28,28,NA,NA,NA,7.2,7.2,7.2,2390,2390,2390,10,10,10,6.2,6.2,6.2,NA,NA,NA,2,2,2,5,5,5
1956,GROUND WATER QUALITY OF GUJARAT,MEHASANA,GUJARAT,23,28,26,NA,NA,NA,7.5,7.5,7.5,1190,1450,1320,2.2,6,4.1,7.9,8.4,8.15,NA,NA,NA,2,2,2,5,5,5
1957,GROUND WATER QUALITY OF GUJARAT,SIDDHPUR (DIST.PATAN),GUJARAT,27,28,28,NA,NA,NA,7.3,7.7,7.5,1530,3250,2390,1.8,2,1.9,5,5.6,5.3,NA,NA,NA,2,2,2,5,5,5
1958,GROUND WATER QUALITY OF GUJARAT,HIMATNAGAR,GUJARAT,29,29,29,NA,NA,NA,7.2,7.3,7.3,1470,1560,1515,2,2.1,2.05,7.7,9.2,8.45,NA,NA,NA,2,2,2,5,5,5
1959,GROUND WATER QUALITY OF GUJARAT,NADIAD,GUJARAT,24,24,24,NA,NA,NA,7.6,7.6,7.6,2200,2200,2200,7.1,7.1,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,GROUND WATER QUALITY OF GUJARAT,DAHOD,GUJARAT,27,27,27,NA,NA,NA,7.9,7.9,7.9,1893,1893,1893,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
1961,GROUND WATER QUALITY OF GUJARAT,GODHARA,GUJARAT,26,27,27,NA,NA,NA,7.7,7.7,7.7,1107,1107,1107,0.7,0.8,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4
1962,GROUND WATER QUALITY OF GUJARAT,VADODARA (INDUSTRIAL-NANDESARI),GUJARAT,24,24,24,NA,NA,NA,7.4,7.4,7.4,1900,1900,1900,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,GROUND WATER QUALITY OF GUJARAT,ANKLESHWAR (INDUSTRIAL AREA),GUJARAT,30,30,30,NA,NA,NA,7.2,7.2,7.2,507,507,507,0.8,0.8,0.8,2,2,2,NA,NA,NA,0,0,0,70,70,70
1964,GROUND WATER QUALITY OF GUJARAT,PANDESARA (INDSTRIAL) SURAT,GUJARAT,29,29,29,NA,NA,NA,7.8,7.8,7.8,11490,11490,11490,0.3,0.3,0.3,0.5,0.5,0.5,NA,NA,NA,28,28,28,210,210,210
1965,GROUND WATER QUALITY OF GUJARAT,MORA-HAJIRA (INDUSTRIAL)- HAJIRA,GUJARAT,29,29,29,NA,NA,NA,8.5,8.5,8.5,1480,1480,1480,0.8,0.8,0.8,0.4,0.4,0.4,NA,NA,NA,4,4,4,15,15,15
1966,GROUND WATER QUALITY OF GUJARAT,GABHENI VILL- SURAT (INDUSTRIAL),GUJARAT,29,29,29,NA,NA,NA,8.6,8.6,8.6,960,960,960,0.5,0.5,0.5,1.7,1.7,1.7,NA,NA,NA,4300,4300,4300,9300,9300,9300
2083,GROUND WATER QUALITY OF GUJARAT,BORE WELL OF CHHATRAL GIDC.,GUJARAT,29,29,29,NA,NA,NA,7.5,7.5,7.5,1790,1790,1790,1.7,1.7,1.7,2.8,2.8,2.8,NA,NA,NA,2,2,2,5,5,5
2084,GROUND WATER QUALITY OF GUJARAT,BORE WELL OF PALSANA VILLAGE.,GUJARAT,28,29,29,NA,NA,NA,7.6,8.2,7.9,1340,1950,1645,0.4,11,5.7,0.4,1.7,1.05,NA,NA,NA,2,9,5.5,5,21,13
2085,GROUND WATER QUALITY OF GUJARAT,ORE WELL OF SANTEJ VILLAGE.,GUJARAT,29,29,29,NA,NA,NA,7.6,7.6,7.6,3130,3130,3130,2.3,2.3,2.3,2.2,2.2,2.2,NA,NA,NA,2,2,2,5,5,5
2087,GROUND WATER QUALITY OF GUJARAT,B/W- HAZARDOUS W.DISPOSAL SITE (GUJ.ENVIRO P.& I.LTD.),GUJARAT,29,29,29,NA,NA,NA,8.3,8.3,8.3,1140,1140,1140,1.2,1.2,1.2,0.6,0.6,0.6,NA,NA,NA,23,23,23,150,150,150
2088,GROUND WATER QUALITY OF GUJARAT,BORE WELL OF SACHIN GIDC.,GUJARAT,29,29,29,NA,NA,NA,7.8,7.8,7.8,11300,11300,11300,1,1,1,0.8,0.8,0.8,NA,NA,NA,9,9,9,23,23,23
2090,GROUND WATER QUALITY OF GUJARAT,WELL AT OLPAD.,GUJARAT,30,30,30,NA,NA,NA,7.9,7.9,7.9,7740,7740,7740,2.3,2.3,2.3,0.5,0.5,0.5,NA,NA,NA,9,9,9,23,23,23
2091,GROUND WATER QUALITY OF GUJARAT,BORE WELL OF NAVSARI GIDCINDUSTRIES ASSOCIATION OFFICE.,GUJARAT,28,28,28,NA,NA,NA,8.4,8.4,8.4,2040,2040,2040,1.2,1.2,1.2,0.5,0.5,0.5,NA,NA,NA,3,3,3,20,20,20
2092,GROUND WATER QUALITY OF GUJARAT,FROM WATER WORKS OF NAVSARINEAR DHUDIA TALAV.,GUJARAT,29,29,29,NA,NA,NA,8.5,8.5,8.5,508,508,508,0.8,0.8,0.8,0.2,0.2,0.2,NA,NA,NA,2,2,2,3,3,3
2093,GROUND WATER QUALITY OF GUJARAT,BORE WELL - BARDOLI REST HOUSE.,GUJARAT,28,28,28,NA,NA,NA,8.1,8.1,8.1,2110,2110,2110,1.6,1.6,1.6,0.3,0.3,0.3,NA,NA,NA,3,3,3,20,20,20
2094,GROUND WATER QUALITY OF GUJARAT,WELL AT ANKLESHWAR INDUSTRIAL AREA (BORE WELL OF M/S INDUSTRIAL CARBON AT ANKLESHWAR- RAJPIPLA ROAD.,GUJARAT,30,30,30,NA,NA,NA,8.1,8.1,8.1,331,331,331,0.7,0.7,0.7,3.4,3.4,3.4,NA,NA,NA,0,0,0,40,40,40
2095,GROUND WATER QUALITY OF GUJARAT,BORE WELL AT STP MADHAPAR- DIST. RAJKOT,GUJARAT,25,30,28,NA,NA,NA,7.2,7.7,7.45,1600,2640,2120,2,2,2,0.1,0.1,0.1,NA,NA,NA,4,4,4,7,7,7
2096,GROUND WATER QUALITY OF GUJARAT,B/W- SNR. VINAYAK JAL SUDDHIKARAN SAHAKARI MANDALI LTD.(CETP )- BAVLA- AHMEDABAD,GUJARAT,29,29,29,NA,NA,NA,7.3,7.3,7.3,3660,3660,3660,2.3,2.3,2.3,2.5,2.5,2.5,NA,NA,NA,2,2,2,5,5,5
2097,GROUND WATER QUALITY OF GUJARAT,B/W OF SOMESHWAR RICE MILL- NR. BAVLA ECO PROJECT- (CETP )- BAVLA- AHMEDABAD,GUJARAT,30,30,30,NA,NA,NA,7.7,7.7,7.7,2130,2130,2130,5.1,5.1,5.1,2.8,2.8,2.8,NA,NA,NA,2,2,2,5,5,5
2098,GROUND WATER QUALITY OF GUJARAT,BORE WELL OF PIRANA TERMINAL PUMPING STN- PIRANA- NR. V. N. BDG- AHMEDABAD,GUJARAT,30,30,30,NA,NA,NA,7.1,7.1,7.1,3500,3500,3500,13,13,13,1.3,1.3,1.3,NA,NA,NA,2,2,2,5,5,5
1415,GROUND WATER QUALITY OF RAJASTHAN,WELL OF LOOMJI- CHAUDHARY- NEARNAYAGAON- PALI- (UPSTREAM 1 KM.FROM PALI TOWN),RAJASTHAN,20,25,23,NA,NA,NA,7.1,8.7,7.9,5500,31000,18250,5.7,21.2,13.4,0.2,0.9,0.5,NA,NA,NA,7,14,11,150,210,180
1416,GROUND WATER QUALITY OF RAJASTHAN,WELL (UPSTREAM 1 KM FROM JODHPUR TOWN),RAJASTHAN,21,26,24,NA,NA,NA,7.9,8.04,8,8600,31000,19800,1.6,11.5,6.6,0.1,11.8,6,NA,NA,NA,3,3,3,20,28,24
1417,GROUND WATER QUALITY OF RAJASTHAN,WELL (U/S 1 KM FROM JODHPUR TOWN),RAJASTHAN,25,27,26,NA,NA,NA,7,7.36,7.2,3200,12100,7650,4.1,6.5,5.3,0.1,0.5,0.3,NA,NA,NA,4,7,6,150,1100,625
1706,GROUND WATER QUALITY OF RAJASTHAN,RIICO PUMP HOUSE NEAR MONTOMOTORS- MIA- ALWAR,RAJASTHAN,28,32,30,NA,NA,NA,7.3,8.41,7.8,820,1800,1310,0.4,0.8,0.6,0.5,0.6,0.5,NA,NA,NA,3,3,3,4,9,7
1707,GROUND WATER QUALITY OF RAJASTHAN,BORE WELL IN MODI ALKALIS & CHEMICALS- MIA- ALWAR,RAJASTHAN,29,32,30,NA,NA,NA,7.6,8.07,7.8,890,1000,945,1.3,1.5,1.4,0.2,3.4,1.8,NA,NA,NA,3,3,3,4,7,6
1708,GROUND WATER QUALITY OF RAJASTHAN,WELL KOTHI IN VILLAGE BAGARRAJPUT- ALWAR,RAJASTHAN,24,25,25,NA,NA,NA,7.5,8.38,7.9,2500,5400,3950,1.1,1.2,1.1,0.4,3.4,1.9,NA,NA,NA,3,3,3,4,7,6
1709,GROUND WATER QUALITY OF RAJASTHAN,WELL AT VILLAGE SANTHLA VERY NEAR BHIWADI INDUSTRIAL AREA- BHIWADI,RAJASTHAN,28,28,28,NA,NA,NA,8.1,8.36,8.2,680,3200,1940,0.2,1.6,0.9,0.4,3.4,1.9,NA,NA,NA,3,3,3,7,9,8
1710,GROUND WATER QUALITY OF RAJASTHAN,WELL AT VILLAGE ALUPUR- VERYNEAR BHIWADI INDUSTRIAL AREA- BHIWADI,RAJASTHAN,28,29,29,NA,NA,NA,8,8.42,8.2,680,1000,840,0.3,0.8,0.6,0.6,3.2,1.9,NA,NA,NA,3,3,3,7,7,7
1711,GROUND WATER QUALITY OF RAJASTHAN,WELL AT VILLAGE HARCHANDPUR- VERY NEAR- BHIWADI TO BHIWADI INDUSTRIAL AREA- BHIWADI,RAJASTHAN,28,28,28,NA,NA,NA,8,8.68,8.4,690,1400,1045,0.1,0.8,0.5,0.4,3.4,1.9,NA,NA,NA,3,3,3,4,4,4
1712,GROUND WATER QUALITY OF RAJASTHAN,WELL AT VILLAGE BHIWADI - VERYNEAR- BHIWADI TO BHIWADI INDUSTRIAL AREA- BHIWADI,RAJASTHAN,28,29,29,NA,NA,NA,8.1,8.45,8.3,680,1100,890,0.4,2.8,1.6,0.1,3.2,1.6,NA,NA,NA,3,4,4,4,14,9
1713,GROUND WATER QUALITY OF RAJASTHAN,WELL AT VILLAGE GATTAL- NEAR-BHIWADI TO BHIWADI INDUSTRIAL AREA- BHIWADI,RAJASTHAN,28,28,28,NA,NA,NA,8.2,8.81,8.5,560,1260,910,0.3,3.2,1.7,0.4,2.6,1.5,NA,NA,NA,3,4,4,4,14,9
1715,GROUND WATER QUALITY OF RAJASTHAN,HAND PUMP NEAR SECONDARY SCHOOL ABOUT 300mt.FROM KANSUA NALLAH KOTA,RAJASTHAN,28,30,29,NA,NA,NA,8.1,8.64,8.4,880,2900,1890,0.1,1.6,0.9,21.7,21.7,21.7,NA,NA,NA,3,3,3,4,4,4
1720,GROUND WATER QUALITY OF RAJASTHAN,CHAUDHARY KA WELL VILLAGEPANIALA- KOTAPUTALI NEAR ASSOCIATED ALCOHOL BREVERIES LTD JAIPUR,RAJASTHAN,24,29,27,NA,NA,NA,7.3,8.46,7.9,1260,1800,1530,0.5,1.4,0.9,0.4,0.4,0.4,NA,NA,NA,3,4,4,7,20,14
1721,GROUND WATER QUALITY OF RAJASTHAN,PHED WELL NEAR RAILWAY LINE JHOTAWARA- JAIPUR,RAJASTHAN,29,29,29,NA,NA,NA,7.7,8.67,8.2,690,1900,1295,0.4,0.5,0.5,0.2,0.4,0.3,NA,NA,NA,3,3,3,4,2400,1202
1722,GROUND WATER QUALITY OF RAJASTHAN,PHED WELL NEAR NEI- KHATIPURA,RAJASTHAN,26,26,26,NA,NA,NA,7.3,8.44,7.9,770,1000,885,0.2,0.3,0.2,0.3,0.3,0.3,NA,NA,NA,3,7,5,4,20,12
1723,GROUND WATER QUALITY OF RAJASTHAN,HAND PUMP OF VIDHANI VILLAGEGONER ROAD JAIPUR,RAJASTHAN,27,28,28,NA,NA,NA,7.5,8.85,8.2,3100,3300,3200,0.2,0.4,0.3,0.2,0.6,0.4,NA,NA,NA,3,4,4,4,75,40
1724,GROUND WATER QUALITY OF RAJASTHAN,WELL OF GOOJARON KI TALAI-MOHANA ROAD SANGANER JAIPUR,RAJASTHAN,28,29,29,NA,NA,NA,8,8.75,8.4,1160,2100,1630,0.5,0.7,0.6,0.4,0.5,0.4,NA,NA,NA,3,4,4,4,2400,1202
1725,GROUND WATER QUALITY OF RAJASTHAN,PUBLIC HAND PUMP BEFORESANGANER PULIA,RAJASTHAN,26,28,27,NA,NA,NA,7.5,8.4,8,1380,2200,1790,0.4,0.7,0.6,0.3,0.5,0.4,NA,NA,NA,3,3,3,4,150,77
2015,GROUND WATER QUALITY OF RAJASTHAN,PABUPURA ROAD NEAR CIVIL AIRPORT- JODHPUR (MANGILAL RATHOR),RAJASTHAN,26,27,27,NA,NA,NA,7.2,7.43,7.3,3800,4200,4000,1.3,3.1,2.2,0.5,0.7,0.6,NA,NA,NA,4,20,12,210,240,225
2016,GROUND WATER QUALITY OF RAJASTHAN,VILLAGE VINAYAKIA- JODHPUR(HIRALAL KUMHAR),RAJASTHAN,26,27,26,NA,NA,NA,7,7.54,7.3,2900,3900,3400,0.5,1,0.8,0.2,0.3,0.3,NA,NA,NA,7,7,7,28,2400,1214
2017,GROUND WATER QUALITY OF RAJASTHAN,VILLAGE VINAYAKIA- JODHPUR (BADRIKUMHAR),RAJASTHAN,25,28,26,NA,NA,NA,7.4,7.36,7.4,2900,3800,3350,0.4,0.6,0.5,0.2,0.5,0.3,NA,NA,NA,11,14,13,150,2400,1275
2018,GROUND WATER QUALITY OF RAJASTHAN,VILLAGE VINAYAKIA- JODHPUR(HUKUM SINGH RATHORE),RAJASTHAN,26,27,27,NA,NA,NA,7.6,7.71,7.7,6500,9000,7750,1.6,2.9,2.2,0.5,8.3,4.4,NA,NA,NA,7,7,7,150,460,305
2019,GROUND WATER QUALITY OF RAJASTHAN,NEAR UIT BRIDGE- UDAIPUR,RAJASTHAN,25,28,27,NA,NA,NA,7.2,8.6,7.9,1140,1400,1270,1.2,1.9,1.5,0.4,1,0.7,NA,NA,NA,4,4,4,14,20,17
2020,GROUND WATER QUALITY OF RAJASTHAN,NEW FATEHPURA- 200 FT.FROMPANCHWATI NALLAH- UDAIPUR,RAJASTHAN,26,29,28,NA,NA,NA,7.1,8.56,7.8,1510,1520,1515,0.2,1.3,0.8,0.5,10.3,5.4,NA,NA,NA,3,3,3,4,7,6
2021,GROUND WATER QUALITY OF RAJASTHAN,NEAR ARVIND GENERAL STORE- ALOO FACTORY- KACCHI BASTI- SARDARPURA- UDAIPUR,RAJASTHAN,25,28,27,NA,NA,NA,7.3,8.7,8,990,1900,1445,0.6,1.2,0.9,0.4,5.1,2.7,NA,NA,NA,3,3,3,4,7,6
2022,GROUND WATER QUALITY OF RAJASTHAN,NEAR RANA PRATAP NAGAR- RAILWAYSTATION- UDAIPUR,RAJASTHAN,26,29,28,NA,NA,NA,7.1,8.3,7.7,1790,3000,2395,0.2,0.5,0.3,0.5,10,5.2,NA,NA,NA,3,3,3,4,4,4
2023,GROUND WATER QUALITY OF RAJASTHAN,HOTEL ORIENT PLACE- SUBHAS NAGAR- UDAIPUR,RAJASTHAN,24,29,27,NA,NA,NA,7.4,7.69,7.5,1900,3100,2500,1.5,1.7,1.6,0.2,6,3.1,NA,NA,NA,4,4,4,7,14,11
2024,GROUND WATER QUALITY OF RAJASTHAN,IN SIDE SHIV TEMPLE NEAR AIRFORCE STATION AMER ROAD- JAIPUR,RAJASTHAN,27,28,28,NA,NA,NA,7,8.29,7.7,2600,3600,3100,0.2,0.4,0.3,0.1,0.4,0.3,NA,NA,NA,4,4,4,14,14,14
2025,GROUND WATER QUALITY OF RAJASTHAN,NEAR SHREE KALYANESHWAR MAHADEV TEMPLE- JAI SINGH PURA KHURD- JAIPUR,RAJASTHAN,25,26,26,NA,NA,NA,6.9,8.51,7.7,2000,3200,2600,0.2,0.5,0.4,0.2,0.3,0.3,NA,NA,NA,3,3,3,4,28,16
2026,GROUND WATER QUALITY OF RAJASTHAN,NEAR FOJI NAGAR- KACCHI BASTI-AMBABARI- JAIPUR,RAJASTHAN,26,28,27,NA,NA,NA,7.7,8.56,8.1,640,760,700,0.1,0.4,0.3,0.1,0.3,0.2,NA,NA,NA,3,3,3,4,20,12
2027,GROUND WATER QUALITY OF RAJASTHAN,NEAR ABN CENTRAL ACADEMY- SUSILPURA- SODALA- JAIPUR,RAJASTHAN,27,27,27,NA,NA,NA,7.9,8.82,8.3,590,700,645,0.1,2,1,0.3,0.4,0.3,NA,NA,NA,4,4,4,14,14,14
2028,GROUND WATER QUALITY OF RAJASTHAN,NEAR SAMSHAN VISHWAKARMANAGAR- MAHARANIFARM- JAIPUR,RAJASTHAN,27,30,29,NA,NA,NA,7.8,8.58,8.2,630,850,740,0.5,1.6,1,0.3,0.5,0.4,NA,NA,NA,3,4,4,4,14,9
2029,GROUND WATER QUALITY OF RAJASTHAN,NEAR GANDHI BHWAN- AJMER,RAJASTHAN,24,26,25,NA,NA,NA,7.7,7.85,7.8,920,1320,1120,0.1,0.8,0.5,1.1,14,7.6,NA,NA,NA,3,7,5,9,1100,555
2030,GROUND WATER QUALITY OF RAJASTHAN,OPPOSITE PRIVATE BUS STAND- AJMER,RAJASTHAN,26,27,27,NA,NA,NA,7.3,7.5,7.4,1800,2700,2250,0.1,0.2,0.1,0.5,1,0.8,NA,NA,NA,3,4,4,4,28,16
2031,GROUND WATER QUALITY OF RAJASTHAN,NEAR 9 NO.PETROL PUMP- NEARADARSH NAGAR GATE- AJMER,RAJASTHAN,26,26,26,NA,NA,NA,7.8,7.86,7.8,910,1110,1010,0.2,0.2,0.2,1.8,14,7.9,NA,NA,NA,3,4,4,20,75,48
2032,GROUND WATER QUALITY OF RAJASTHAN,NEAR KHANPURA TALAB- AJMER,RAJASTHAN,26,27,27,NA,NA,NA,7.1,7.94,7.5,5100,5200,5150,0.2,0.6,0.4,0.5,0.6,0.5,NA,NA,NA,3,4,4,9,20,15
2033,GROUND WATER QUALITY OF RAJASTHAN,OUTSIDE JLN HOSPITAL- AJMER,RAJASTHAN,25,26,26,NA,NA,NA,7.2,7.37,7.3,2100,2200,2150,0.2,0.4,0.3,0.4,0.7,0.6,NA,NA,NA,4,7,6,9,1100,555
1736,GROUND WATER QUALITY OF UTTAR PRADESH,GW QUALITY STATION SARDARNAGAR,UTTAR PRADESH,24,24,24,NA,NA,NA,6.8,6.8,6.8,1216,1216,1216,1.8,1.8,1.8,3.2,3.2,3.2,1,1,1,40,40,40,120,120,120
1737,GROUND WATER QUALITY OF UTTAR PRADESH,GW QUALITY STATION CAPTANGANJ,UTTAR PRADESH,26,26,26,NA,NA,NA,6.8,6.8,6.8,916,916,916,4.4,4.4,4.4,NA,NA,NA,1.2,1.2,1.2,20,20,20,60,60,60
1738,GROUND WATER QUALITY OF UTTAR PRADESH,SITE 1- INDUSTRIAL AREA NEAR M/SWOODWARM CHEMICAL LTD.- UNNAO,UTTAR PRADESH,NA,NA,NA,NA,NA,NA,7.3,7.3,7.3,778,778,778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1739,GROUND WATER QUALITY OF UTTAR PRADESH,SITE 2- INDUSTRIAL AREA NEAR M/SAMIN SONS- UNNAO-U.P,UTTAR PRADESH,NA,NA,NA,NA,NA,NA,6.7,6.7,6.7,1834,1834,1834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1740,GROUND WATER QUALITY OF UTTAR PRADESH,AT ROADWAYS BUS STATION- UNNAO,UTTAR PRADESH,NA,NA,NA,NA,NA,NA,7.1,7.1,7.1,2782,2782,2782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1741,GROUND WATER QUALITY OF UTTAR PRADESH,MAGAWARA INDUSTRIAL AREA NEARM/S JAMJAM TANNERS- UNNAO- U.P,UTTAR PRADESH,NA,NA,NA,NA,NA,NA,6.9,6.9,6.9,774,774,774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1742,GROUND WATER QUALITY OF UTTAR PRADESH,CHINHAT INDUSTRIAL AREA IN LUCKNOW NEAR M/S INDIA PESTICIDES LUCKNOW,UTTAR PRADESH,22,22,22,NA,NA,NA,7.1,7.2,7.2,561,712,637,NA,NA,NA,7.6,7.6,7.6,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA
1743,GROUND WATER QUALITY OF UTTAR PRADESH,AISHBAGH INDUSTRIAL AREA AT LUCKNOW NEAR M/S EVEREADY INDUSTRIES LTD.,UTTAR PRADESH,22,28,25,NA,NA,NA,6.9,7.2,7.1,1012,1024,1018,NA,NA,NA,11.4,11.4,11.4,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA
1744,GROUND WATER QUALITY OF UTTAR PRADESH,JAJMAU INDL AREA No.6 KANPUR,UTTAR PRADESH,NA,NA,NA,NA,NA,NA,7.2,7.5,7.4,152,170,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1745,GROUND WATER QUALITY OF UTTAR PRADESH,PANKI INDUSTRIAL AREA NEARINDUSTRY OF AMMONIA FERTIZER KANPUR- U.P,UTTAR PRADESH,NA,NA,NA,NA,NA,NA,6.8,7.1,7,194,195,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1746,GROUND WATER QUALITY OF UTTAR PRADESH,NAGAR PALIKA TUBE WELL-SULTANPUR- U.P,UTTAR PRADESH,30,30,30,NA,NA,NA,7.5,7.5,7.5,1150,1150,1150,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
1747,GROUND WATER QUALITY OF UTTAR PRADESH,INDIA MARKA HAND PUMP IN SAROWNIBLOCK AT RAIBAREILLY,UTTAR PRADESH,30,30,30,NA,NA,NA,7.5,7.5,7.5,740,740,740,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0,0,0,0,0,0
1749,GROUND WATER QUALITY OF UTTAR PRADESH,TUBE WELL AT MEERUT CITY,UTTAR PRADESH,22,30,26,NA,NA,NA,7.8,7.8,7.8,750,756,753,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,0,0,0,11,16,13.5
1750,GROUND WATER QUALITY OF UTTAR PRADESH,TUBE WELL AT BAGPAT CITY,UTTAR PRADESH,22,29,26,NA,NA,NA,7.7,7.8,7.8,870,876,873,0.6,0.8,0.7,NA,NA,NA,NA,NA,NA,0,0,0,14,18,16
1751,GROUND WATER QUALITY OF UTTAR PRADESH,TUBE WELL IN INDUSTRIAL AREA ATGAJRAULA-MORADABAD- U.P,UTTAR PRADESH,29,29,29,NA,NA,NA,7.5,7.5,7.5,238,238,238,0.8,0.8,0.8,NA,NA,NA,NA,NA,NA,0,0,0,20,20,20
1752,GROUND WATER QUALITY OF UTTAR PRADESH,SAHIBABAD INDUSTRIAL AREA-GHAZIABAD- U.P,UTTAR PRADESH,NA,NA,NA,NA,NA,NA,7,7.4,7.2,3610,4191,3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1753,GROUND WATER QUALITY OF UTTAR PRADESH,MEERUT ROAD INDUSTRIAL AREAGHAZIABAD- U.P,UTTAR PRADESH,NA,NA,NA,NA,NA,NA,7.3,7.5,7.4,980,1305,1143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1754,GROUND WATER QUALITY OF UTTAR PRADESH,HAPUR ROAD INDUSTRIAL AREAGHAZIABAD- U.P,UTTAR PRADESH,NA,NA,NA,NA,NA,NA,7,7.6,7.3,721,1065,893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1755,GROUND WATER QUALITY OF UTTAR PRADESH,PILKHUA INDUSTRIAL AREAGHAZIABAD- U.P,UTTAR PRADESH,NA,NA,NA,NA,NA,NA,7,7.5,7.3,1282,2792,2037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1756,GROUND WATER QUALITY OF UTTAR PRADESH,GOPIGANJ INDUSTRIAL AREABHADOHI- VARANASI- U.P,UTTAR PRADESH,NA,NA,NA,NA,NA,NA,7.5,7.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1757,GROUND WATER QUALITY OF UTTAR PRADESH,MIRZAPUR INDUSTRIAL AREA- U.P,UTTAR PRADESH,25,25,25,NA,NA,NA,6.7,6.7,6.7,1745,1745,1745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1758,GROUND WATER QUALITY OF UTTAR PRADESH,GROUND AROUND STPDINAPUR-VARANASI- U.P,UTTAR PRADESH,NA,NA,NA,NA,NA,NA,7.4,7.4,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1759,GROUND WATER QUALITY OF UTTAR PRADESH,IFFCO- PHOOLPUR-ALLAHABAD- U.P,UTTAR PRADESH,26,27,27,NA,NA,NA,6.9,6.9,6.9,1254,6550,3902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1760,GROUND WATER QUALITY OF UTTAR PRADESH,M/S KANORIA CHEMICAL SONBHADRA-U.P,UTTAR PRADESH,26,26,26,NA,NA,NA,6.3,6.3,6.3,1153,1153,1153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
